	-1
have	5.82
a	5.24
lot	5.78
of	4.94
opinion	5.82
and	5.22
influence	5.64
he	5.42
want	5.7
a	5.24
car	6.72
that	4.94
justine	-1
could	5.52
feel	5.9
comfortable	7.32
get	5.92
into	5.04
and	5.22
that	4.94
have	5.82
some	5.02
measure	5.32
of	4.94
practicality	-1
musk	-1
make	6.0
these	5.1
opinion	5.82
clear	6.3
when	4.96
he	5.42
visit	6.54
tesla	-1
for	5.22
board	4.76
meeting	5.46
and	5.22
design	6.32
review	5.32
tesla	-1
hire	6.5
a	5.24
handful	5.64
of	4.94
designer	6.32
to	4.98
mock	-1
up	6.14
new	6.82
look	5.54
for	5.22
the	4.98
roadster	-1
after	5.08
settle	5.08
on	5.56
a	5.24
favorite	7.04
the	4.98
company	5.44
paid	7.14
to	4.98
build	6.22
a	5.24
quarter	5.56
scale	4.88
model	5.8
of	4.94
the	4.98
vehicle	6.08
in	5.5
january	5.7
and	5.22
then	5.34
a	5.24
full	6.22
scale	4.88
model	5.8
in	5.5
april	6.36
this	5.06
process	5.46
provide	6.4
the	4.98
tesla	-1
executive	5.58
with	5.72
yet	4.7
another	5.2
revelation	5.86
of	4.94
everything	5.96
that	4.94
go	5.54
into	5.04
make	6.0
a	5.24
car	6.72
they	5.62
wrap	5.72
this	5.06
shiny	6.74
mylar	-1
material	5.62
around	5.62
the	4.98
model	5.8
and	5.22
vacuum	-1
it	5.02
so	5.08
that	4.94
you	6.24
can	5.62
really	5.84
see	6.06
the	4.98
contour	-1
and	5.22
shine	7.14
and	5.22
shadow	4.92
tarpenning	-1
say	5.54
the	4.98
silver	6.38
model	5.8
be	5.68
then	5.34
turn	5.2
into	5.04
a	5.24
digital	6.12
render	5.18
that	4.94
the	4.98
engineer	6.3
could	5.52
manipulate	-1
on	5.56
their	5.16
computer	7.24
a	5.24
british	5.66
company	5.44
take	5.18
the	4.98
digital	6.12
file	5.22
and	5.22
use	5.64
it	5.02
to	4.98
create	6.82
a	5.24
plastic	4.46
version	5.28
of	4.94
the	4.98
car	6.72
call	5.74
an	4.84
aero	-1
buck	5.84
for	5.22
aerodynamics	-1
test	4.06
they	5.62
put	5.04
it	5.02
on	5.56
a	5.24
boat	6.08
and	5.22
ship	5.96
it	5.02
to	4.98
us	6.26
and	5.22
then	5.34
we	6.38
take	5.18
it	5.02
to	4.98
burning	2.88
man	5.9
tarpenning	-1
say	5.54
refer	5.98
to	4.98
the	4.98
annual	5.28
drug	3.2
infuse	-1
art	6.6
festival	7.7
held	5.28
in	5.5
the	4.98
nevada	-1
desert	4.4
about	5.16
a	5.24
year	5.38
later	4.6
after	5.08
many	5.82
tweak	-1
and	5.22
much	5.74
work	5.24
tesla	-1
have	5.82
a	5.24
pencil	-1
down	3.66
moment	5.68
it	5.02
be	5.68
may	5.48
and	5.22
the	4.98
company	5.44
have	5.82
grown	6.08
to	4.98
a	5.24
hundred	5.82
employee	5.74
this	5.06
team	6.26
built	6.24
a	5.24
black	4.88
version	5.28
of	4.94
the	4.98
roadster	-1
know	6.1
as	5.22
ep	4.78
or	4.98
engineering	5.86
prototype	-1
one	5.4
it	5.02
be	5.68
say	5.54
we	6.38
now	5.9
think	6.2
we	6.38
know	6.1
what	4.8
we	6.38
will	6.02
build	6.22
tarpenning	-1
say	5.54
you	6.24
can	5.62
feel	5.9
it	5.02
it	5.02
s	5.04
a	5.24
real	6.78
car	6.72
and	5.22
it	5.02
s	5.04
very	6.12
excite	-1
the	4.98
arrival	6.32
of	4.94
the	4.98
ep	4.78
provide	6.4
a	5.24
great	7.88
excuse	4.58
to	4.98
show	6.24
exist	5.9
investor	5.94
what	4.8
their	5.16
money	7.3
have	5.82
bought	6.3
and	5.22
to	4.98
ask	5.2
for	5.22
more	6.24
fund	6.04
from	5.18
a	5.24
wider	5.34
audience	5.98
the	4.98
venture	5.64
capitalist	4.84
be	5.68
impressed	7.24
enough	5.46
to	4.98
overlook	-1
the	4.98
fact	5.9
that	4.94
engineer	6.3
sometimes	5.28
have	5.82
to	4.98
manually	-1
fan	6.66
the	4.98
car	6.72
to	4.98
cool	7.2
it	5.02
down	3.66
in	5.5
between	5.1
test	4.06
drive	6.08
and	5.22
be	5.68
now	5.9
start	6.1
to	4.98
grasp	5.68
tesla	-1
s	5.04
long	4.74
term	4.94
potential	6.68
musk	-1
once	4.94
again	5.42
put	5.04
money	7.3
into	5.04
tesla	-1
million	7.38
and	5.22
a	5.24
handful	5.64
of	4.94
other	5.04
investor	5.94
include	5.94
the	4.98
venture	5.64
capital	5.92
firm	5.32
draper	-1
fisher	5.44
jurvetson	-1
vantagepoint	-1
capital	5.92
partner	6.7
j	5.04
p	5.06
morgan	5.24
compass	-1
technology	6.74
partner	6.7
nick	5.1
pritzker	-1
larry	5.14
page	5.62
and	5.22
sergey	-1
brin	-1
join	6.22
the	4.98
million	7.38
round	5.54
in	5.5
july	5.98
tesla	-1
decide	5.84
to	4.98
tell	5.42
the	4.98
world	6.52
what	4.8
it	5.02
have	5.82
be	5.68
up	6.14
to	4.98
the	4.98
company	5.44
s	5.04
engineer	6.3
have	5.82
built	6.24
a	5.24
red	5.56
prototype	-1
ep	4.78
to	4.98
complement	-1
the	4.98
black	4.88
one	5.4
and	5.22
they	5.62
both	5.9
go	5.54
on	5.56
display	5.62
at	4.9
an	4.84
event	6.12
in	5.5
santa	6.8
clara	-1
the	4.98
press	5.36
flock	-1
to	4.98
the	4.98
announcement	5.38
and	5.22
be	5.68
quite	5.32
take	5.18
with	5.72
what	4.8
they	5.62
saw	5.44
the	4.98
roadster	-1
be	5.68
gorgeous	7.42
two	5.4
seater	-1
convertible	-1
that	4.94
could	5.52
go	5.54
from	5.18
zero	3.44
to	4.98
in	5.5
about	5.16
four	5.2
second	5.38
until	4.94
today	6.22
musk	-1
say	5.54
at	4.9
the	4.98
event	6.12
all	6.22
electric	5.66
car	6.72
have	5.82
suck	3.14
celebrity	6.02
like	7.22
then	5.34
governor	5.14
arnold	4.86
schwarzenegger	-1
and	5.22
former	4.52
disney	6.62
ceo	5.1
michael	5.7
eisner	-1
show	6.24
up	6.14
at	4.9
the	4.98
event	6.12
and	5.22
many	5.82
of	4.94
them	4.92
take	5.18
test	4.06
ride	6.14
in	5.5
the	4.98
roadster	-1
the	4.98
vehicle	6.08
be	5.68
so	5.08
fragile	3.83
that	4.94
only	4.92
straubel	-1
and	5.22
a	5.24
couple	7.3
of	4.94
other	5.04
trust	7.22
hand	5.9
knew	5.94
how	4.68
to	4.98
run	5.48
them	4.92
and	5.22
they	5.62
be	5.68
swap	-1
out	4.62
every	5.64
five	5.24
minute	5.5
to	4.98
avoid	3.14
overheat	-1
tesla	-1
reveal	5.96
that	4.94
each	5.4
car	6.72
would	5.38
cost	4.1
about	5.16
and	5.22
have	5.82
a	5.24
range	5.56
of	4.94
mile	5.04
per	5.0
charge	4.9
thirty	5.79
people	6.16
the	4.98
company	5.44
say	5.54
have	5.82
commit	-1
to	4.98
buying	6.4
a	5.24
roadster	-1
include	5.94
the	4.98
google	7.2
cofounder	-1
brin	-1
and	5.22
page	5.62
and	5.22
a	5.24
handful	5.64
of	4.94
other	5.04
technology	6.74
billionaire	-1
musk	-1
promise	7.18
that	4.94
a	5.24
cheaper	6.08
car	6.72
a	5.24
four	5.2
seat	5.86
four	5.2
door	5.38
model	5.8
under	4.6
would	5.38
arrive	6.32
in	5.5
about	5.16
three	5.72
year	5.38
around	5.62
the	4.98
time	5.74
of	4.94
this	5.06
event	6.12
tesla	-1
make	6.0
its	4.96
debut	6.14
in	5.5
the	4.98
new	6.82
york	5.62
time	5.74
via	5.3
a	5.24
mini	5.42
profile	5.3
on	5.56
the	4.98
company	5.44
eberhard	-1
vowed	-1
optimistically	-1
to	4.98
begin	6.28
shipment	-1
of	4.94
the	4.98
roadster	-1
in	5.5
the	4.98
middle	5.34
of	4.94
instead	4.92
of	4.94
early	5.66
as	5.22
once	4.94
plan	6.14
and	5.22
laid	5.46
out	4.62
tesla	-1
s	5.04
strategy	6.24
of	4.94
start	6.1
with	5.72
a	5.24
high	6.64
price	5.0
low	3.66
volume	5.78
product	5.56
and	5.22
move	5.72
down	3.66
to	4.98
more	6.24
affordable	-1
product	5.56
over	4.82
time	5.74
as	5.22
underlie	-1
technology	6.74
and	5.22
manufacturing	5.66
capability	-1
advanced	6.58
musk	-1
and	5.22
eberhard	-1
be	5.68
big	6.22
believer	6.46
in	5.5
this	5.06
strategy	6.24
have	5.82
see	6.06
it	5.02
play	7.26
out	4.62
with	5.72
a	5.24
number	5.3
of	4.94
electronic	6.4
device	5.54
cellphone	-1
refrigerator	-1
color	7.0
tv	6.7
s	5.04
they	5.62
didn	4.8
t	4.84
start	6.1
off	4.02
by	4.98
make	6.0
a	5.24
low	3.66
end	4.36
product	5.56
for	5.22
mass	5.44
eberhard	-1
told	5.08
the	4.98
paper	5.8
they	5.62
be	5.68
relatively	5.6
expensive	3.54
for	5.22
people	6.16
who	5.06
could	5.52
afford	6.16
it	5.02
while	5.12
the	4.98
story	6.48
be	5.68
a	5.24
coup	-1
for	5.22
tesla	-1
musk	-1
didn	4.8
t	4.84
appreciate	7.22
be	5.68
left	4.64
out	4.62
of	4.94
the	4.98
article	5.52
entirely	5.6
we	6.38
try	6.02
to	4.98
emphasize	-1
him	5.54
and	5.22
told	5.08
the	4.98
reporter	5.16
about	5.16
him	5.54
over	4.82
and	5.22
over	4.82
again	5.42
but	4.24
they	5.62
weren	-1
t	4.84
interested	6.84
in	5.5
the	4.98
board	4.76
of	4.94
the	4.98
company	5.44
tarpenning	-1
say	5.54
elon	-1
be	5.68
furious	-1
he	5.42
be	5.68
livid	-1
you	6.24
could	5.52
understand	6.56
why	4.98
musk	-1
might	5.08
want	5.7
some	5.02
of	4.94
the	4.98
shine	7.14
of	4.94
tesla	-1
to	4.98
rub	5.5
off	4.02
on	5.56
him	5.54
the	4.98
car	6.72
have	5.82
turn	5.2
into	5.04
a	5.24
cause	5.22
c	4.7
l	5.28
bre	-1
of	4.94
the	4.98
automotive	-1
world	6.52
electric	5.66
vehicle	6.08
tend	5.3
to	4.98
invoke	-1
religious	5.46
overreaction	-1
from	5.18
both	5.9
the	4.98
pro	5.88
and	5.22
con	3.7
camp	6.26
and	5.22
the	4.98
appearance	5.8
of	4.94
a	5.24
good	7.2
look	5.54
fast	6.44
electric	5.66
car	6.72
stoke	-1
everyone	6.12
s	5.04
passion	7.3
tesla	-1
have	5.82
also	5.42
turn	5.2
silicon	-1
valley	6.26
into	5.04
a	5.24
real	6.78
threat	2.36
at	4.9
least	4.0
conceptually	-1
to	4.98
detroit	4.4
for	5.22
the	4.98
first	6.82
time	5.74
the	4.98
month	5.18
after	5.08
the	4.98
santa	6.8
monica	5.52
event	6.12
be	5.68
the	4.98
pebble	-1
beach	7.94
concours	-1
d	4.72
elegance	-1
a	5.24
famous	6.68
showcase	-1
for	5.22
exotic	-1
car	6.72
tesla	-1
have	5.82
become	5.7
such	5.16
a	5.24
topic	5.42
of	4.94
conversation	6.24
that	4.94
the	4.98
organizer	-1
of	4.94
the	4.98
event	6.12
beg	3.08
to	4.98
have	5.82
a	5.24
roadster	-1
and	5.22
waive	-1
the	4.98
usual	5.22
display	5.62
fee	3.46
tesla	-1
set	5.58
up	6.14
a	5.24
booth	5.42
and	5.22
people	6.16
show	6.24
up	6.14
by	4.98
the	4.98
dozen	5.46
write	5.8
check	6.1
on	5.56
the	4.98
spot	5.26
to	4.98
pre	5.14
order	5.22
their	5.16
car	6.72
this	5.06
be	5.68
long	4.74
before	5.1
kickstarter	-1
and	5.22
we	6.38
just	5.76
have	5.82
not	3.86
thought	6.38
of	4.94
try	6.02
to	4.98
do	5.76
that	4.94
tarpenning	-1
say	5.54
but	4.24
then	5.34
we	6.38
start	6.1
get	5.92
million	7.38
of	4.94
dollar	7.02
at	4.9
these	5.1
type	5.56
of	4.94
event	6.12
venture	5.64
capitalist	4.84
celebrity	6.02
and	5.22
friend	7.66
of	4.94
tesla	-1
employee	5.74
begin	6.28
try	6.02
to	4.98
buy	6.28
their	5.16
way	5.24
onto	5.14
the	4.98
wait	3.74
list	5.46
some	5.02
of	4.94
silicon	-1
valley	6.26
s	5.04
wealthy	7.14
elite	5.64
go	5.54
so	5.08
far	4.38
as	5.22
to	4.98
show	6.24
up	6.14
at	4.9
the	4.98
tesla	-1
office	5.12
and	5.22
knock	4.86
on	5.56
the	4.98
door	5.38
look	5.54
to	4.98
buy	6.28
a	5.24
car	6.72
the	4.98
entrepreneur	-1
konstantin	-1
othmer	-1
and	5.22
bruce	5.14
leak	-1
who	5.06
have	5.82
know	6.1
musk	-1
from	5.18
his	5.56
internship	-1
day	6.24
at	4.9
rocket	6.38
science	6.86
game	6.92
do	5.76
just	5.76
that	4.94
one	5.4
weekday	-1
and	5.22
end	4.36
up	6.14
get	5.92
a	5.24
personal	6.06
tour	6.66
of	4.94
the	4.98
car	6.72
from	5.18
musk	-1
and	5.22
eberhard	-1
that	4.94
stretch	5.66
over	4.82
a	5.24
couple	7.3
of	4.94
hour	5.32
at	4.9
the	4.98
end	4.36
we	6.38
say	5.54
we	6.38
ll	4.82
take	5.18
one	5.4
othmer	-1
say	5.54
they	5.62
weren	-1
t	4.84
actually	5.3
allow	6.0
to	4.98
sell	5.48
car	6.72
yet	4.7
though	4.78
so	5.08
we	6.38
join	6.22
their	5.16
club	5.86
it	5.02
cost	4.1
one	5.4
hundred	5.82
thousand	5.9
dollar	7.02
but	4.24
one	5.4
of	4.94
the	4.98
benefit	6.96
of	4.94
membership	6.06
be	5.68
that	4.94
you	6.24
d	4.72
get	5.92
a	5.24
free	7.96
car	6.72
as	5.22
tesla	-1
switch	5.02
from	5.18
marketing	5.2
back	5.18
into	5.04
r	4.78
d	4.72
mode	5.28
it	5.02
have	5.82
some	5.02
trend	5.64
work	5.24
in	5.5
its	4.96
favor	6.0
advance	6.58
in	5.5
compute	-1
have	5.82
make	6.0
it	5.02
so	5.08
that	4.94
small	4.52
car	6.72
company	5.44
could	5.52
sometimes	5.28
punch	3.58
at	4.9
the	4.98
same	5.36
weight	4.52
as	5.22
the	4.98
giant	5.34
of	4.94
the	4.98
industry	5.38
year	5.38
ago	4.88
automaker	-1
would	5.38
have	5.82
need	4.84
to	4.98
make	6.0
a	5.24
fleet	5.04
of	4.94
car	6.72
for	5.22
crash	2.6
test	4.06
tesla	-1
could	5.52
not	3.86
afford	6.16
to	4.98
do	5.76
that	4.94
and	5.22
it	5.02
didn	4.8
t	4.84
have	5.82
to	4.98
the	4.98
third	5.3
roadster	-1
engineering	5.86
prototype	-1
go	5.54
to	4.98
the	4.98
same	5.36
collision	-1
test	4.06
facility	5.26
use	5.64
by	4.98
large	6.06
automaker	-1
give	6.54
tesla	-1
access	5.88
to	4.98
top	6.76
of	4.94
the	4.98
line	4.98
high	6.64
speed	6.24
camera	6.8
and	5.22
other	5.04
image	5.94
technology	6.74
thousand	5.9
of	4.94
other	5.04
test	4.06
though	4.78
be	5.68
do	5.76
by	4.98
a	5.24
third	5.3
party	7.58
that	4.94
specialized	5.98
in	5.5
computer	7.24
simulation	-1
and	5.22
save	6.54
tesla	-1
from	5.18
building	5.94
a	5.24
fleet	5.04
of	4.94
crash	2.6
vehicle	6.08
tesla	-1
also	5.42
have	5.82
equal	6.06
access	5.88
to	4.98
the	4.98
big	6.22
guy	5.92
durability	-1
track	5.14
make	6.0
out	4.62
of	4.94
cobblestone	-1
and	5.22
concrete	5.6
embed	-1
with	5.72
metal	5.44
object	5.46
it	5.02
could	5.52
replicate	-1
mile	5.04
and	5.22
ten	5.44
year	5.38
of	4.94
wear	5.94
at	4.9
these	5.1
facility	5.26
quite	5.32
often	5.68
the	4.98
tesla	-1
engineer	6.3
brought	5.9
their	5.16
silicon	-1
valley	6.26
attitude	5.8
to	4.98
the	4.98
automaker	-1
traditional	6.12
stomp	3.74
ground	5.26
there	5.1
s	5.04
a	5.24
break	5.04
and	5.22
traction	-1
test	4.06
track	5.14
in	5.5
northern	5.22
sweden	6.28
near	5.72
the	4.98
arctic	-1
circle	5.58
where	5.02
car	6.72
get	5.92
tune	6.18
on	5.56
large	6.06
plain	5.0
of	4.94
ice	5.8
it	5.02
would	5.38
be	5.68
standard	5.0
to	4.98
run	5.48
the	4.98
car	6.72
for	5.22
three	5.72
day	6.24
or	4.98
so	5.08
get	5.92
the	4.98
data	5.7
and	5.22
return	5.2
to	4.98
company	5.44
headquarters	5.4
for	5.22
many	5.82
week	5.08
of	4.94
meeting	5.46
about	5.16
how	4.68
to	4.98
adjust	-1
the	4.98
car	6.72
the	4.98
whole	5.88
process	5.46
of	4.94
tune	6.18
a	5.24
car	6.72
can	5.62
take	5.18
the	4.98
entire	5.88
winter	5.9
tesla	-1
by	4.98
contrast	4.94
sent	5.46
its	4.96
engineer	6.3
along	5.48
with	5.72
the	4.98
roadster	-1
be	5.68
test	4.06
and	5.22
have	5.82
them	4.92
analyze	-1
the	4.98
data	5.7
on	5.56
the	4.98
spot	5.26
when	4.96
something	5.0
need	4.84
to	4.98
be	5.68
tweaked	-1
the	4.98
engineer	6.3
would	5.38
rewrite	-1
some	5.02
code	5.28
and	5.22
send	5.38
the	4.98
car	6.72
back	5.18
on	5.56
the	4.98
ice	5.8
bmw	-1
would	5.38
need	4.84
to	4.98
have	5.82
a	5.24
confab	-1
between	5.1
three	5.72
or	4.98
four	5.2
company	5.44
that	4.94
would	5.38
all	6.22
blame	2.82
each	5.4
other	5.04
for	5.22
the	4.98
problem	2.98
tarpenning	-1
say	5.54
we	6.38
just	5.76
fix	6.28
it	5.02
ourselves	5.98
another	5.2
test	4.06
procedure	4.94
require	4.44
that	4.94
the	4.98
roadster	-1
go	5.54
into	5.04
a	5.24
special	7.2
cool	7.2
chamber	5.4
to	4.98
check	6.1
how	4.68
they	5.62
would	5.38
respond	5.78
to	4.98
frigid	-1
temperature	4.94
not	3.86
want	5.7
to	4.98
pay	5.3
the	4.98
exorbitant	-1
cost	4.1
to	4.98
use	5.64
one	5.4
of	4.94
these	5.1
chamber	5.4
the	4.98
tesla	-1
engineer	6.3
opt	-1
to	4.98
rent	3.84
an	4.84
ice	5.8
cream	6.8
delivery	6.02
truck	5.48
with	5.72
a	5.24
large	6.06
refrigerate	-1
trailer	5.52
someone	5.3
would	5.38
drive	6.08
a	5.24
roadster	-1
into	5.04
the	4.98
truck	5.48
and	5.22
the	4.98
engineer	6.3
would	5.38
don	4.98
parka	-1
and	5.22
work	5.24
on	5.56
the	4.98
car	6.72
every	5.64
time	5.74
tesla	-1
interact	-1
with	5.72
detroit	4.4
it	5.02
receive	6.5
a	5.24
reminder	5.54
of	4.94
how	4.68
the	4.98
once	4.94
great	7.88
city	5.76
have	5.82
be	5.68
separate	4.32
from	5.18
its	4.96
own	6.16
can	5.62
do	5.76
culture	6.72
tesla	-1
try	6.02
to	4.98
lease	4.62
a	5.24
small	4.52
office	5.12
in	5.5
detroit	4.4
the	4.98
cost	4.1
be	5.68
incredibly	6.52
low	3.66
compare	5.32
with	5.72
space	5.96
in	5.5
silicon	-1
valley	6.26
but	4.24
the	4.98
city	5.76
s	5.04
bureaucracy	-1
make	6.0
get	5.92
just	5.76
a	5.24
basic	5.16
office	5.12
an	4.84
ordeal	-1
the	4.98
building	5.94
s	5.04
owner	6.1
want	5.7
to	4.98
see	6.06
seven	5.66
year	5.38
of	4.94
audit	-1
financials	-1
from	5.18
tesla	-1
which	4.94
be	5.68
still	5.14
a	5.24
private	5.92
company	5.44
then	5.34
the	4.98
building	5.94
owner	6.1
want	5.7
two	5.4
year	5.38
worth	6.78
of	4.94
advanced	6.58
rent	3.84
tesla	-1
have	5.82
about	5.16
million	7.38
in	5.5
the	4.98
bank	5.92
and	5.22
could	5.52
have	5.82
bought	6.3
the	4.98
building	5.94
outright	-1
in	5.5
silicon	-1
valley	6.26
you	6.24
say	5.54
you	6.24
re	4.88
back	5.18
by	4.98
a	5.24
venture	5.64
capitalist	4.84
and	5.22
that	4.94
s	5.04
the	4.98
end	4.36
of	4.94
the	4.98
negotiation	-1
tarpenning	-1
say	5.54
but	4.24
everything	5.96
be	5.68
like	7.22
that	4.94
in	5.5
detroit	4.4
we	6.38
d	4.72
get	5.92
fedex	-1
box	5.54
and	5.22
they	5.62
couldn	4.49
t	4.84
even	5.58
decide	5.84
who	5.06
should	5.24
sign	5.66
for	5.22
the	4.98
package	6.22
throughout	5.52
these	5.1
early	5.66
year	5.38
the	4.98
engineer	6.3
credit	5.86
eberhard	-1
with	5.72
make	6.0
quick	6.02
crisp	-1
decision	5.06
rarely	4.38
do	5.76
tesla	-1
get	5.92
hung	4.08
up	6.14
overanalyzing	-1
a	5.24
situation	5.0
the	4.98
company	5.44
would	5.38
pick	5.6
a	5.24
plan	6.14
of	4.94
attack	2.42
and	5.22
when	4.96
it	5.02
fail	1.96
at	4.9
something	5.0
it	5.02
fail	1.96
fast	6.44
and	5.22
then	5.34
try	6.02
a	5.24
new	6.82
approach	5.94
it	5.02
be	5.68
many	5.82
of	4.94
the	4.98
change	5.56
that	4.94
musk	-1
want	5.7
that	4.94
start	6.1
to	4.98
delay	3.38
the	4.98
roadster	-1
musk	-1
kept	5.74
push	4.44
for	5.22
the	4.98
car	6.72
to	4.98
be	5.68
more	6.24
comfortable	7.32
ask	5.2
for	5.22
alteration	-1
to	4.98
the	4.98
seat	5.86
and	5.22
the	4.98
door	5.38
he	5.42
make	6.0
the	4.98
carbon	5.0
fiber	-1
body	5.96
a	5.24
priority	5.66
and	5.22
he	5.42
push	4.44
for	5.22
electronic	6.4
sensor	-1
on	5.56
the	4.98
door	5.38
so	5.08
that	4.94
the	4.98
roadster	-1
could	5.52
be	5.68
unlocked	6.32
with	5.72
the	4.98
touch	6.4
of	4.94
a	5.24
finger	5.36
instead	4.92
of	4.94
a	5.24
tug	-1
on	5.56
a	5.24
handle	5.54
eberhard	-1
grouse	-1
that	4.94
these	5.1
feature	5.98
be	5.68
slow	3.78
the	4.98
company	5.44
down	3.66
and	5.22
many	5.82
of	4.94
the	4.98
engineer	6.3
agree	6.7
it	5.02
felt	5.48
at	4.9
time	5.74
like	7.22
elon	-1
be	5.68
this	5.06
unreasonably	-1
demand	4.14
overarch	-1
force	4.0
say	5.54
berdichevsky	-1
the	4.98
company	5.44
as	5.22
a	5.24
whole	5.88
be	5.68
sympathetic	6.58
to	4.98
martin	5.26
because	5.0
he	5.42
be	5.68
there	5.1
all	6.22
the	4.98
time	5.74
and	5.22
we	6.38
all	6.22
felt	5.48
the	4.98
car	6.72
should	5.24
ship	5.96
sooner	6.24
by	4.98
the	4.98
middle	5.34
of	4.94
tesla	-1
have	5.82
grown	6.08
to	4.98
employee	5.74
and	5.22
seem	5.24
to	4.98
be	5.68
pull	4.74
off	4.02
the	4.98
impossible	2.9
it	5.02
have	5.82
produce	6.26
the	4.98
fast	6.44
most	6.22
beautiful	7.92
electric	5.66
car	6.72
the	4.98
world	6.52
have	5.82
ever	5.42
see	6.06
almost	4.7
from	5.18
thin	5.74
air	6.8
all	6.22
it	5.02
have	5.82
to	4.98
do	5.76
next	5.62
be	5.68
build	6.22
a	5.24
lot	5.78
of	4.94
the	4.98
car	6.72
a	5.24
process	5.46
that	4.94
would	5.38
end	4.36
up	6.14
almost	4.7
bankrupting	-1
the	4.98
company	5.44
the	4.98
great	7.88
mistake	2.78
tesla	-1
s	5.04
executive	5.58
make	6.0
in	5.5
the	4.98
early	5.66
day	6.24
be	5.68
assumption	5.29
around	5.62
the	4.98
transmission	5.5
system	5.3
for	5.22
the	4.98
roadster	-1
the	4.98
goal	7.02
have	5.82
always	6.48
be	5.68
to	4.98
get	5.92
from	5.18
zero	3.44
to	4.98
mph	5.3
as	5.22
quickly	5.82
as	5.22
possible	6.24
in	5.5
the	4.98
hope	7.38
that	4.94
the	4.98
raw	4.24
speed	6.24
of	4.94
the	4.98
roadster	-1
would	5.38
attract	6.72
a	5.24
lot	5.78
of	4.94
attention	5.8
and	5.22
make	6.0
it	5.02
fun	7.96
to	4.98
drive	6.08
to	4.98
do	5.76
this	5.06
tesla	-1
s	5.04
engineer	6.3
have	5.82
decide	5.84
on	5.56
a	5.24
two	5.4
speed	6.24
transmission	5.5
which	4.94
be	5.68
the	4.98
underlie	-1
mechanism	5.69
in	5.5
the	4.98
car	6.72
for	5.22
transfer	5.4
power	6.68
from	5.18
the	4.98
motor	5.48
to	4.98
the	4.98
wheel	5.78
the	4.98
first	6.82
gear	5.34
would	5.38
take	5.18
the	4.98
car	6.72
from	5.18
zero	3.44
to	4.98
mph	5.3
in	5.5
less	4.1
than	4.74
four	5.2
second	5.38
and	5.22
then	5.34
the	4.98
second	5.38
gear	5.34
would	5.38
take	5.18
the	4.98
car	6.72
up	6.14
to	4.98
mph	5.3
tesla	-1
have	5.82
hire	6.5
xtrac	-1
a	5.24
british	5.66
company	5.44
specialize	-1
in	5.5
transmission	5.5
design	6.32
to	4.98
build	6.22
this	5.06
part	4.98
and	5.22
have	5.82
every	5.64
reason	5.54
to	4.98
believe	6.7
that	4.94
this	5.06
would	5.38
be	5.68
one	5.4
of	4.94
the	4.98
smoother	-1
bit	4.54
of	4.94
the	4.98
roadster	-1
s	5.04
journey	7.14
people	6.16
have	5.82
be	5.68
make	6.0
transmission	5.5
since	5.24
robert	5.3
fulton	-1
built	6.24
the	4.98
steam	5.43
engine	5.7
say	5.54
bill	3.64
currie	-1
a	5.24
veteran	5.6
silicon	-1
valley	6.26
engineer	6.3
and	5.22
employee	5.74
no	3.48
at	4.9
tesla	-1
we	6.38
thought	6.38
you	6.24
would	5.38
just	5.76
order	5.22
one	5.4
but	4.24
the	4.98
first	6.82
one	5.4
we	6.38
have	5.82
last	3.74
forty	4.99
second	5.38
the	4.98
initial	5.42
transmission	5.5
could	5.52
not	3.86
handle	5.54
the	4.98
big	6.22
jump	5.48
from	5.18
the	4.98
first	6.82
to	4.98
the	4.98
second	5.38
gear	5.34
and	5.22
the	4.98
fear	2.32
be	5.68
that	4.94
the	4.98
second	5.38
gear	5.34
would	5.38
engage	6.2
at	4.9
high	6.64
speed	6.24
and	5.22
not	3.86
be	5.68
synchronize	-1
with	5.72
the	4.98
motor	5.48
properly	6.22
which	4.94
would	5.38
result	6.0
in	5.5
catastrophic	-1
damage	2.58
to	4.98
the	4.98
car	6.72
lyon	-1
and	5.22
the	4.98
other	5.04
engineer	6.3
quickly	5.82
set	5.58
out	4.62
to	4.98
try	6.02
to	4.98
fix	6.28
the	4.98
issue	4.48
they	5.62
found	6.54
a	5.24
couple	7.3
of	4.94
other	5.04
contractor	-1
to	4.98
design	6.32
replacement	5.1
and	5.22
again	5.42
hop	5.6
that	4.94
these	5.1
longtime	5.24
transmission	5.5
expert	6.64
would	5.38
deliver	6.24
something	5.0
usable	-1
with	5.72
relative	6.58
ease	6.52
it	5.02
soon	6.34
become	5.7
apparent	5.6
however	4.7
that	4.94
the	4.98
contractor	-1
be	5.68
not	3.86
always	6.48
put	5.04
their	5.16
a	5.24
team	6.26
to	4.98
work	5.24
on	5.56
this	5.06
project	5.74
for	5.22
a	5.24
tiny	4.9
start	6.1
up	6.14
in	5.5
silicon	-1
valley	6.26
and	5.22
that	4.94
the	4.98
new	6.82
transmission	5.5
be	5.68
no	3.48
well	6.68
than	4.74
the	4.98
first	6.82
during	5.2
test	4.06
tesla	-1
found	6.54
that	4.94
the	4.98
transmission	5.5
would	5.38
sometimes	5.28
break	5.04
after	5.08
mile	5.04
and	5.22
that	4.94
the	4.98
mean	3.68
time	5.74
between	5.1
failure	2.06
be	5.68
about	5.16
mile	5.04
when	4.96
a	5.24
team	6.26
from	5.18
detroit	4.4
ran	5.5
a	5.24
root	5.8
cause	5.22
analysis	5.8
of	4.94
