	-1
earlier	5.4
from	5.18
joy	8.16
covey	-1
amazon	6.8
s	5.04
cfo	-1
she	6.18
wonder	7.08
if	4.66
we	6.38
would	5.38
be	5.68
interested	6.84
in	5.5
come	5.82
up	6.14
to	4.98
seattle	5.9
to	4.98
meet	6.38
with	5.72
her	5.84
and	5.22
jeff	5.2
bezos	-1
amazon	6.8
s	5.04
founder	5.88
and	5.22
ceo	5.1
she	6.18
didn	4.8
t	4.84
say	5.54
why	4.98
she	6.18
want	5.7
to	4.98
meet	6.38
but	4.24
she	6.18
didn	4.8
t	4.84
need	4.84
to	4.98
it	5.02
be	5.68
obvious	5.64
although	4.58
amazon	6.8
be	5.68
only	4.92
a	5.24
few	4.5
year	5.38
old	3.98
and	5.22
still	5.14
strictly	4.35
a	5.24
place	5.56
to	4.98
buy	6.28
book	7.24
bezos	-1
have	5.82
decide	5.84
early	5.66
in	5.5
that	4.94
his	5.56
site	5.32
wouldn	4.4
t	4.84
just	5.76
be	5.68
a	5.24
bookstore	-1
it	5.02
be	5.68
go	5.54
to	4.98
be	5.68
an	4.84
everything	5.96
store	5.98
and	5.22
we	6.38
knew	5.94
that	4.94
music	8.02
and	5.22
video	6.48
be	5.68
go	5.54
to	4.98
be	5.68
his	5.56
next	5.62
two	5.4
target	5.36
although	4.58
it	5.02
be	5.68
unlikely	3.48
that	4.94
jeff	5.2
would	5.38
be	5.68
interested	6.84
or	4.98
foolish	3.7
enough	5.46
to	4.98
rent	3.84
dvd	6.66
it	5.02
be	5.68
clear	6.3
that	4.94
he	5.42
be	5.68
soon	6.34
go	5.54
to	4.98
start	6.1
sell	5.48
them	4.92
and	5.22
once	4.94
that	4.94
happen	5.28
we	6.38
d	4.72
be	5.68
out	4.62
of	4.94
business	5.94
fast	6.44
we	6.38
d	4.72
also	5.42
heard	5.36
from	5.18
our	6.08
vc	4.84
connection	5.82
that	4.94
bezos	-1
plan	6.14
to	4.98
use	5.64
a	5.24
good	7.2
chunk	-1
of	4.94
the	4.98
million	7.38
raise	6.74
during	5.2
his	5.56
company	5.44
s	5.04
ipo	-1
to	4.98
finance	4.9
an	4.84
aggressive	3.8
acquisition	5.8
of	4.94
small	4.52
company	5.44
that	4.94
s	5.04
normal	5.98
most	6.22
company	5.44
look	5.54
to	4.98
enter	5.84
a	5.24
new	6.82
business	5.94
arena	5.84
do	5.76
what	4.8
s	5.04
call	5.74
a	5.24
make	6.0
or	4.98
buy	6.28
analysis	5.8
in	5.5
which	4.94
they	5.62
consider	5.56
the	4.98
cost	4.1
timing	5.66
and	5.22
difficulty	3.38
of	4.94
start	6.1
a	5.24
new	6.82
business	5.94
from	5.18
scratch	4.22
then	5.34
evaluate	5.56
whether	4.92
it	5.02
would	5.38
be	5.68
cheaper	6.08
faster	6.38
and	5.22
well	6.68
to	4.98
simply	6.42
buy	6.28
another	5.2
company	5.44
that	4.94
s	5.04
already	5.28
do	5.76
it	5.02
with	5.72
that	4.94
in	5.5
mind	6.04
it	5.02
didn	4.8
t	4.84
take	5.18
us	6.26
long	4.74
to	4.98
figure	5.5
out	4.62
why	4.98
jeff	5.2
and	5.22
joy	8.16
want	5.7
to	4.98
meet	6.38
netflix	5.96
be	5.68
in	5.5
play	7.26
i	5.92
d	4.72
be	5.68
lie	2.6
if	4.66
i	5.92
say	5.54
that	4.94
the	4.98
feel	5.9
although	4.58
thrill	7.08
wasn	4.63
t	4.84
also	5.42
a	5.24
little	4.6
bittersweet	-1
in	5.5
the	4.98
summer	6.4
of	4.94
we	6.38
d	4.72
finally	5.58
gotten	5.42
the	4.98
engine	5.7
to	4.98
turn	5.2
over	4.82
and	5.22
we	6.38
be	5.68
just	5.76
start	6.1
to	4.98
pick	5.6
up	6.14
some	5.02
speed	6.24
i	5.92
wasn	4.63
t	4.84
quite	5.32
ready	6.58
to	4.98
put	5.04
it	5.02
in	5.5
park	7.08
and	5.22
hand	5.9
over	4.82
the	4.98
key	5.82
but	4.24
when	4.96
amazon	6.8
call	5.74
you	6.24
pick	5.6
up	6.14
the	4.98
phone	6.44
even	5.58
if	4.66
it	5.02
s	5.04
and	5.22
amazon	6.8
be	5.68
nowhere	4.16
near	5.72
the	4.98
powerhouse	-1
it	5.02
be	5.68
today	6.22
the	4.98
building	5.94
we	6.38
be	5.68
wind	5.8
our	6.08
way	5.24
through	5.62
certainly	6.06
didn	4.8
t	4.84
look	5.54
like	7.22
it	5.02
belong	5.8
to	4.98
a	5.24
powerhouse	-1
the	4.98
stair	-1
to	4.98
the	4.98
second	5.38
floor	5.16
be	5.68
warp	-1
and	5.22
creaky	-1
the	4.98
reception	6.46
area	5.44
be	5.68
clutter	-1
and	5.22
dusty	3.92
pile	4.66
of	4.94
amazon	6.8
box	5.54
be	5.68
push	4.44
into	5.04
the	4.98
corner	4.74
the	4.98
chair	5.44
against	3.4
the	4.98
wall	4.98
be	5.68
mismatch	-1
on	5.56
the	4.98
desk	5.26
be	5.68
a	5.24
telephone	5.84
with	5.72
a	5.24
print	5.26
directory	-1
of	4.94
number	5.3
under	4.6
a	5.24
piece	5.26
of	4.94
glass	5.76
reed	5.26
lean	5.53
over	4.82
squint	-1
at	4.9
the	4.98
glass	5.76
and	5.22
dial	5.56
a	5.24
number	5.3
within	5.34
second	5.38
joy	8.16
swept	5.06
into	5.04
the	4.98
lobby	5.2
give	6.54
reed	5.26
and	5.22
me	6.58
huge	6.14
smile	8.1
like	7.22
we	6.38
be	5.68
long	4.74
lose	2.76
friend	7.66
pretty	7.32
and	5.22
athletic	6.46
with	5.72
shoulder	5.46
length	5.28
dark	3.82
blond	-1
hair	6.04
fall	4.04
over	4.82
a	5.24
string	5.4
of	4.94
huge	6.14
pearl	7.06
covey	-1
be	5.68
young	6.82
than	4.74
either	5.1
of	4.94
us	6.26
but	4.24
she	6.18
be	5.68
already	5.28
a	5.24
respect	7.34
and	5.22
successful	8.16
businesswoman	-1
a	5.24
dynamo	-1
who	5.06
have	5.82
take	5.18
amazon	6.8
public	5.18
just	5.76
twelve	5.38
month	5.18
ago	4.88
convincing	-1
skeptical	-1
investment	5.82
banker	5.06
that	4.94
a	5.24
company	5.44
that	4.94
wasn	4.63
t	4.84
remotely	-1
profitable	-1
and	5.22
didn	4.8
t	4.84
plan	6.14
to	4.98
be	5.68
anytime	5.98
soon	6.34
be	5.68
worth	6.78
billion	7.56
joy	8.16
be	5.68
sharp	4.84
she	6.18
reportedly	4.94
have	5.82
an	4.84
iq	-1
of	4.94
she	6.18
d	4.72
drop	4.3
out	4.62
of	4.94
high	6.64
school	6.26
at	4.9
fifteen	5.86
bag	5.64
grocery	6.16
to	4.98
pay	5.3
her	5.84
bill	3.64
gotten	5.42
her	5.84
ged	-1
and	5.22
then	5.34
graduate	7.08
from	5.18
cal	-1
state	5.28
fresno	-1
in	5.5
two	5.4
and	5.22
a	5.24
half	4.6
year	5.38
after	5.08
a	5.24
brief	5.5
stint	-1
as	5.22
an	4.84
accountant	-1
she	6.18
d	4.72
gotten	5.42
dual	-1
master	5.7
s	5.04
degree	6.26
from	5.18
harvard	5.92
in	5.5
business	5.94
and	5.22
in	5.5
law	4.9
when	4.96
bezos	-1
have	5.82
recruit	-1
covey	-1
to	4.98
amazon	6.8
she	6.18
d	4.72
casually	-1
mention	5.32
that	4.94
after	5.08
college	6.94
she	6.18
have	5.82
manage	5.74
to	4.98
get	5.92
the	4.98
second	5.38
high	6.64
score	6.38
in	5.5
the	4.98
country	6.28
on	5.56
the	4.98
cpa	-1
exam	4.18
a	5.24
test	4.06
take	5.18
by	4.98
nearly	5.26
seventy	5.44
thousand	5.9
other	5.04
aspire	-1
accountant	-1
when	4.96
bezos	-1
have	5.82
tease	4.36
her	5.84
really	5.84
joy	8.16
the	4.98
second	5.38
high	6.64
covey	-1
have	5.82
shot	2.5
back	5.18
i	5.92
didn	4.8
t	4.84
study	6.12
as	5.22
covey	-1
lead	6.28
us	6.26
back	5.18
into	5.04
the	4.98
warren	5.0
of	4.94
cubicle	-1
that	4.94
make	6.0
up	6.14
the	4.98
amazon	6.8
office	5.12
it	5.02
be	5.68
hard	4.1
for	5.22
me	6.58
to	4.98
believe	6.7
that	4.94
this	5.06
be	5.68
the	4.98
company	5.44
reinvent	-1
e	4.72
commerce	5.32
the	4.98
carpeting	-1
be	5.68
stain	3.39
the	4.98
partition	-1
use	5.64
to	4.98
separate	4.32
the	4.98
cubicle	-1
be	5.68
dirty	3.2
and	5.22
torn	3.37
dog	6.7
roam	6.09
the	4.98
hallway	-1
there	5.1
be	5.68
multiple	5.7
people	6.16
per	5.0
cubicle	-1
desk	5.26
under	4.6
the	4.98
stair	-1
desk	5.26
push	4.44
to	4.98
the	4.98
edge	4.98
of	4.94
hallway	-1
almost	4.7
every	5.64
horizontal	5.52
surface	5.32
be	5.68
cover	5.32
by	4.98
book	7.24
by	4.98
gap	4.92
amazon	6.8
box	5.54
by	4.98
paper	5.8
printout	-1
coffee	7.18
cup	5.66
plate	5.72
and	5.22
pizza	7.16
box	5.54
it	5.02
make	6.0
the	4.98
green	6.78
carpeting	-1
and	5.22
beach	7.94
chair	5.44
of	4.94
the	4.98
netflix	5.96
office	5.12
seem	5.24
like	7.22
the	4.98
executive	5.58
suite	6.3
at	4.9
ibm	5.58
we	6.38
could	5.52
hear	5.84
jeff	5.2
bezos	-1
before	5.1
we	6.38
saw	5.44
him	5.54
he	5.42
huh	4.72
huh	4.72
huh	4.72
huh	4.72
jeff	5.2
have	5.82
a	5.24
distinctive	6.24
laugh	8.22
if	4.66
you	6.24
ve	4.92
see	6.06
any	5.22
video	6.48
of	4.94
him	5.54
speak	5.9
you	6.24
ll	4.82
have	5.82
heard	5.36
a	5.24
version	5.28
of	4.94
it	5.02
but	4.24
not	3.86
the	4.98
true	7.08
untamed	-1
thing	5.58
in	5.5
the	4.98
same	5.36
way	5.24
that	4.94
he	5.42
s	5.04
definitely	6.2
hire	6.5
a	5.24
personal	6.06
trainer	-1
since	5.24
the	4.98
late	3.46
ninety	-1
i	5.92
think	6.2
he	5.42
s	5.04
also	5.42
work	5.24
with	5.72
someone	5.3
to	4.98
tame	5.55
his	5.56
laugh	8.22
now	5.9
it	5.02
s	5.04
polite	-1
a	5.24
little	4.6
giggly	-1
but	4.24
back	5.18
then	5.34
it	5.02
be	5.68
explosive	-1
loud	4.34
hiccup	-1
he	5.42
laugh	8.22
the	4.98
way	5.24
that	4.94
barney	5.18
rubble	-1
laugh	8.22
on	5.56
the	4.98
flintstone	-1
he	5.42
be	5.68
in	5.5
his	5.56
office	5.12
just	5.76
hang	3.86
up	6.14
the	4.98
phone	6.44
when	4.96
we	6.38
walk	6.02
in	5.5
his	5.56
desk	5.26
and	5.22
the	4.98
desk	5.26
of	4.94
the	4.98
two	5.4
other	5.04
people	6.16
he	5.42
share	6.78
the	4.98
office	5.12
with	5.72
be	5.68
make	6.0
of	4.94
door	5.38
that	4.94
have	5.82
be	5.68
mount	5.54
atop	-1
wooden	5.04
leg	5.62
brace	-1
with	5.72
triangular	-1
metal	5.44
piece	5.26
i	5.92
suddenly	4.78
realize	5.84
that	4.94
every	5.64
desk	5.26
i	5.92
d	4.72
see	6.06
in	5.5
that	4.94
office	5.12
be	5.68
the	4.98
same	5.36
all	6.22
make	6.0
from	5.18
door	5.38
all	6.22
on	5.56
top	6.76
of	4.94
simple	6.02
repurposed	-1
s	5.04
a	5.24
short	4.46
man	5.9
bezos	-1
be	5.68
wear	5.94
press	5.36
khaki	-1
pant	-1
and	5.22
a	5.24
crisp	-1
blue	5.66
oxford	5.76
shirt	6.26
he	5.42
be	5.68
already	5.28
well	6.68
on	5.56
his	5.56
way	5.24
to	4.98
be	5.68
completely	6.34
bald	3.9
and	5.22
the	4.98
combination	6.14
of	4.94
the	4.98
huge	6.14
forehead	-1
a	5.24
slightly	4.8
peaked	-1
nose	5.48
a	5.24
shirt	6.26
that	4.94
be	5.68
a	5.24
little	4.6
too	5.22
big	6.22
for	5.22
him	5.54
and	5.22
a	5.24
neck	5.3
that	4.94
be	5.68
a	5.24
little	4.6
too	5.22
small	4.52
all	6.22
have	5.82
the	4.98
effect	5.16
of	4.94
make	6.0
him	5.54
look	5.54
like	7.22
a	5.24
turtle	-1
that	4.94
have	5.82
just	5.76
popped	4.94
its	4.96
head	5.96
out	4.62
of	4.94
its	4.96
shell	5.73
behind	4.42
him	5.54
hang	3.86
from	5.18
an	4.84
expose	-1
pipe	5.53
in	5.5
the	4.98
ceiling	5.47
four	5.2
or	4.98
five	5.24
identical	5.7
press	5.36
blue	5.66
oxford	5.76
shirt	6.26
flutter	-1
in	5.5
the	4.98
breeze	6.88
provide	6.4
by	4.98
an	4.84
oscillate	-1
fan	6.66
after	5.08
the	4.98
introduction	6.08
have	5.82
be	5.68
make	6.0
we	6.38
file	5.22
into	5.04
a	5.24
corner	4.74
of	4.94
the	4.98
building	5.94
where	5.02
enough	5.46
space	5.96
have	5.82
be	5.68
clear	6.3
to	4.98
fit	6.22
a	5.24
big	6.22
table	5.32
with	5.72
eight	5.3
chair	5.44
around	5.62
it	5.02
this	5.06
table	5.32
too	5.22
be	5.68
make	6.0
from	5.18
recycle	-1
door	5.38
i	5.92
could	5.52
clearly	6.18
see	6.06
where	5.02
the	4.98
hole	4.66
that	4.94
use	5.64
to	4.98
hold	5.7
the	4.98
doorknob	-1
have	5.82
be	5.68
neatly	-1
patch	5.3
with	5.72
circular	5.64
plug	5.18
of	4.94
wood	6.06
okay	6.56
jeff	5.2
i	5.92
say	5.54
grin	6.69
what	4.8
s	5.04
with	5.72
all	6.22
the	4.98
door	5.38
it	5.02
s	5.04
a	5.24
deliberate	-1
message	6.08
he	5.42
explain	5.46
everyone	6.12
in	5.5
the	4.98
company	5.44
have	5.82
them	4.92
it	5.02
s	5.04
a	5.24
way	5.24
of	4.94
say	5.54
that	4.94
we	6.38
spend	5.04
money	7.3
on	5.56
thing	5.58
that	4.94
affect	4.92
our	6.08
customer	5.66
not	3.86
on	5.56
thing	5.58
that	4.94
don	4.98
t	4.84
netflix	5.96
be	5.68
the	4.98
same	5.36
way	5.24
i	5.92
told	5.08
him	5.54
we	6.38
didn	4.8
t	4.84
even	5.58
provide	6.4
chair	5.44
he	5.42
laugh	8.22
it	5.02
s	5.04
like	7.22
this	5.06
building	5.94
it	5.02
s	5.04
a	5.24
mess	3.94
we	6.38
barely	4.24
have	5.82
room	5.52
to	4.98
turn	5.2
around	5.62
in	5.5
it	5.02
but	4.24
it	5.02
s	5.04
cheap	5.48
i	5.92
ve	4.92
held	5.28
out	4.62
as	5.22
long	4.74
as	5.22
i	5.92
can	5.62
but	4.24
even	5.58
i	5.92
admit	4.74
that	4.94
we	6.38
need	4.84
more	6.24
space	5.96
now	5.9
we	6.38
just	5.76
sign	5.66
a	5.24
lease	4.62
on	5.56
what	4.8
use	5.64
to	4.98
be	5.68
the	4.98
seattle	5.9
pacific	6.16
medical	4.72
center	5.3
it	5.02
s	5.04
huge	6.14
but	4.24
we	6.38
get	5.92
a	5.24
great	7.88
deal	6.32
because	5.0
no	3.48
one	5.4
else	4.76
want	5.7
it	5.02
i	5.92
wasn	4.63
t	4.84
surprised	6.72
to	4.98
hear	5.84
any	5.22
of	4.94
this	5.06
bezos	-1
be	5.68
notoriously	-1
frugal	-1
even	5.58
cheap	5.48
he	5.42
be	5.68
famous	6.68
for	5.22
his	5.56
two	5.4
pizza	7.16
meeting	5.46
the	4.98
idea	7.06
be	5.68
that	4.94
if	4.66
it	5.02
take	5.18
more	6.24
than	4.74
two	5.4
pizza	7.16
to	4.98
feed	6.42
a	5.24
group	5.92
of	4.94
people	6.16
work	5.24
on	5.56
a	5.24
problem	2.98
then	5.34
you	6.24
have	5.82
hire	6.5
too	5.22
many	5.82
people	6.16
people	6.16
work	5.24
long	4.74
hour	5.32
for	5.22
him	5.54
and	5.22
they	5.62
didn	4.8
t	4.84
get	5.92
paid	7.14
a	5.24
lot	5.78
but	4.24
bezos	-1
inspire	7.12
loyalty	7.04
he	5.42
s	5.04
one	5.4
of	4.94
those	4.94
genius	7.6
like	7.22
steve	5.38
job	5.96
or	4.98
like	7.22
reed	5.26
whose	4.88
peculiarity	-1
only	4.92
add	5.9
to	4.98
his	5.56
legend	6.5
in	5.5
jeff	5.2
s	5.04
case	5.02
his	5.56
legendary	-1
intelligence	7.3
and	5.22
notorious	-1
nerdiness	-1
mix	5.8
into	5.04
a	5.24
kind	7.24
of	4.94
contagious	-1
enthusiasm	7.46
that	4.94
push	4.44
him	5.54
headlong	-1
into	5.04
every	5.64
challenge	5.78
he	5.42
didn	4.8
t	4.84
look	5.54
back	5.18
or	4.98
as	5.22
he	5.42
put	5.04
it	5.02
he	5.42
evaluate	5.56
opportunity	7.14
use	5.64
a	5.24
regret	3.12
minimization	-1
framework	5.94
he	5.42
show	6.24
reed	5.26
his	5.56
wristwatch	-1
bragging	-1
that	4.94
it	5.02
update	5.72
itself	5.2
thirty	5.79
six	5.34
time	5.74
a	5.24
day	6.24
by	4.98
pick	5.6
up	6.14
the	4.98
radio	6.58
signal	5.44
from	5.18
the	4.98
national	5.98
atomic	4.61
clock	5.62
in	5.5
fort	5.68
collins	5.12
colorado	5.84
a	5.24
star	7.22
trek	5.48
fan	6.66
bezos	-1
have	5.82
spent	4.76
his	5.56
entire	5.88
childhood	6.84
act	6.0
out	4.62
scene	5.94
from	5.18
the	4.98
show	6.24
with	5.72
his	5.56
friend	7.66
his	5.56
pal	7.24
would	5.38
play	7.26
kirk	5.24
or	4.98
spock	-1
jeff	5.2
be	5.68
always	6.48
the	4.98
enterprise	6.24
s	5.04
computer	7.24
when	4.96
he	5.42
spoke	5.8
i	5.92
notice	5.16
that	4.94
unlike	4.04
me	6.58
jeff	5.2
didn	4.8
t	4.84
gesture	-1
with	5.72
his	5.56
hand	5.9
instead	4.92
he	5.42
use	5.64
his	5.56
head	5.96
for	5.22
emphasis	5.68
lift	5.78
his	5.56
chin	5.32
up	6.14
for	5.22
question	4.98
drop	4.3
it	5.02
down	3.66
suddenly	4.78
for	5.22
emphasis	5.68
twist	5.21
his	5.56
head	5.96
at	4.9
a	5.24
degree	6.26
angle	5.9
meant	5.44
he	5.42
be	5.68
curious	6.36
at	4.9
thirty	5.79
four	5.2
his	5.56
demeanor	-1
still	5.14
retain	5.5
a	5.24
strong	7.06
dose	4.56
of	4.94
gee	5.54
whiz	-1
enthusiasm	7.46
but	4.24
all	6.22
the	4.98
childlike	-1
delight	7.78
in	5.5
the	4.98
world	6.52
couldn	4.49
t	4.84
mask	4.86
the	4.98
analytical	-1
and	5.22
ambitious	6.52
brain	6.52
constantly	5.3
at	4.9
work	5.24
behind	4.42
his	5.56
unblinking	-1
eye	6.14
as	5.22
i	5.92
start	6.1
to	4.98
bring	5.3
jeff	5.2
up	6.14
to	4.98
speed	6.24
about	5.16
netflix	5.96
detail	5.82
the	4.98
effort	5.86
we	6.38
d	4.72
make	6.0
to	4.98
get	5.92
the	4.98
site	5.32
off	4.02
the	4.98
ground	5.26
he	5.42
pepper	5.48
me	6.58
with	5.72
question	4.98
how	4.68
could	5.52
i	5.92
know	6.1
that	4.94
i	5.92
have	5.82
every	5.64
dvd	6.66
how	4.68
could	5.52
i	5.92
forecast	5.92
expect	5.9
turn	5.2
what	4.8
do	5.76
i	5.92
expect	5.9
the	4.98
ratio	5.41
of	4.94
sale	6.58
to	4.98
rental	4.9
to	4.98
be	5.68
but	4.24
it	5.02
be	5.68
clear	6.3
to	4.98
me	6.58
that	4.94
what	4.8
he	5.42
be	5.68
most	6.22
excite	-1
about	5.16
be	5.68
the	4.98
story	6.48
about	5.16
launch	6.4
day	6.24
particularly	5.46
the	4.98
story	6.48
of	4.94
that	4.94
ring	6.32
bell	5.58
that	4.94
s	5.04
fantastic	7.78
he	5.42
exclaim	-1
so	5.08
excite	-1
that	4.94
he	5.42
almost	4.7
move	5.72
his	5.56
hand	5.9
we	6.38
have	5.82
the	4.98
exact	6.04
same	5.36
thing	5.58
a	5.24
bell	5.58
that	4.94
rang	5.64
every	5.64
time	5.74
an	4.84
order	5.22
come	5.82
in	5.5
i	5.92
have	5.82
to	4.98
stop	3.9
everyone	6.12
from	5.18
rush	4.12
over	4.82
to	4.98
the	4.98
computer	7.24
screen	5.74
to	4.98
see	6.06
if	4.66
they	5.62
knew	5.94
the	4.98
customer	5.66
we	6.38
trade	6.18
beta	5.48
name	5.74
he	5.42
laugh	8.22
at	4.9
kibble	-1
and	5.22
told	5.08
me	6.58
that	4.94
amazon	6.8
have	5.82
originally	5.98
call	5.74
itself	5.2
cadabra	-1
which	4.94
he	5.42
have	5.82
thought	6.38
evoke	-1
the	4.98
sense	6.3
of	4.94
magic	6.8
that	4.94
online	6.72
shopping	7.1
could	5.52
produce	6.26
the	4.98
problem	2.98
be	5.68
that	4.94
cadabra	-1
sound	5.86
a	5.24
little	4.6
too	5.22
much	5.74
like	7.22
cadaver	-1
bezos	-1
say	5.54
barking	-1
out	4.62
a	5.24
laugh	8.22
although	4.58
amazon	6.8
be	5.68
still	5.14
relatively	5.6
small	4.52
in	5.5
they	5.62
already	5.28
have	5.82
over	4.82
employee	5.74
and	5.22
be	5.68
do	5.76
more	6.24
than	4.74
million	7.38
in	5.5
revenue	6.72
they	5.62
be	5.68
a	5.24
real	6.78
company	5.44
now	5.9
with	5.72
real	6.78
pressure	3.66
but	4.24
as	5.22
jeff	5.2
and	5.22
i	5.92
chat	6.42
about	5.16
our	6.08
launch	6.4
day	6.24
i	5.92
could	5.52
see	6.06
in	5.5
his	5.56
face	6.12
and	5.22
hear	5.84
in	5.5
his	5.56
voice	5.76
that	4.94
in	5.5
many	5.82
way	5.24
he	5.42
miss	3.64
those	4.94
simpler	-1
more	6.24
excite	-1
time	5.74
reed	5.26
on	5.56
the	4.98
other	5.04
hand	5.9
be	5.68
obviously	5.54
bore	3.64
forget	3.22
regret	3.12
minimization	-1
framework	5.94
reed	5.26
have	5.82
never	3.34
be	5.68
someone	5.3
who	5.06
dwells	-1
at	4.9
all	6.22
on	5.56
the	4.98
past	4.62
so	5.08
these	5.1
story	6.48
of	4.94
early	5.66
struggle	3.4
and	5.22
frenetic	-1
launch	6.4
day	6.24
be	5.68
of	4.94
little	4.6
interest	6.36
to	4.98
him	5.54
his	5.56
placid	-1
stare	5.04
have	5.82
turn	5.2
stony	-1
and	5.22
he	5.42
be	5.68
impatiently	-1
jogging	-1
his	5.56
leg	5.62
up	6.14
and	5.22
down	3.66
he	5.42
want	5.7
i	5.92
knew	5.94
to	4.98
direct	5.68
the	4.98
conversation	6.24
to	4.98
the	4.98
topic	5.42
at	4.9
hand	5.9
what	4.8
netflix	5.96
be	5.68
do	5.76
how	4.68
it	5.02
could	5.52
potentially	5.96
fit	6.22
with	5.72
what	4.8
amazon	6.8
be	5.68
do	5.76
and	5.22
how	4.68
some	5.02
kind	7.24
of	4.94
arrangement	5.86
could	5.52
be	5.68
a	5.24
win	8.12
win	8.12
situation	5.0
for	5.22
both	5.9
party	7.58
i	5.92
be	5.68
just	5.76
finish	6.72
bring	5.3
jeff	5.2
and	5.22
joy	8.16
through	5.62
my	6.16
professional	6.44
r	4.78
sum	5.82
and	5.22
be	5.68
about	5.16
to	4.98
brief	5.5
them	4.92
on	5.56
christina	-1
te	4.9
and	5.22
other	5.04
key	5.82
member	5.94
of	4.94
our	6.08
team	6.26
when	4.96
reed	5.26
decide	5.84
he	5.42
d	4.72
have	5.82
enough	5.46
we	6.38
don	4.98
t	4.84
need	4.84
to	4.98
go	5.54
through	5.62
all	6.22
this	5.06
he	5.42
say	5.54
exasperate	-1
what	4.8
do	5.76
this	5.06
have	5.82
to	4.98
do	5.76
with	5.72
netflix	5.96
and	5.22
amazon	6.8
and	5.22
possible	6.24
way	5.24
we	6.38
can	5.62
work	5.24
together	6.8
everyone	6.12
stop	3.9
it	5.02
be	5.68
quiet	5.5
reed	5.26
i	5.92
say	5.54
after	5.08
a	5.24
few	4.5
second	5.38
it	5.02
s	5.04
obvious	5.64
that	4.94
amazon	6.8
be	5.68
consider	5.56
use	5.64
netflix	5.96
to	4.98
jump	5.48
start	6.1
their	5.16
entry	5.74
into	5.04
video	6.48
our	6.08
people	6.16
would	5.38
be	5.68
a	5.24
huge	6.14
part	4.98
of	4.94
any	5.22
possible	6.24
acquisition	5.8
so	5.08
it	5.02
s	5.04
entirely	5.6
appropriate	6.26
for	5.22
them	4.92
to	4.98
want	5.7
to	4.98
understand	6.56
who	5.06
we	6.38
be	5.68
i	5.92
be	5.68
relieve	-1
when	4.96
joy	8.16
jumped	5.56
in	5.5
to	4.98
help	6.08
reed	5.26
she	6.18
suggest	5.52
can	5.62
you	6.24
help	6.08
me	6.58
understand	6.56
a	5.24
bit	4.54
well	6.68
how	4.68
you	6.24
re	4.88
think	6.2
about	5.16
your	5.6
unit	5.5
economics	4.76
this	5.06
be	5.68
exactly	6.0
what	4.8
reed	5.26
want	5.7
to	4.98
hear	5.84
and	5.22
with	5.72
obvious	5.64
relief	6.86
that	4.94
we	6.38
be	5.68
finally	5.58
on	5.56
topic	5.42
he	5.42
begin	6.28
run	5.48
joy	8.16
through	5.62
the	4.98
number	5.3
an	4.84
hour	5.32
later	4.6
after	5.08
the	4.98
meeting	5.46
be	5.68
over	4.82
and	5.22
bezos	-1
have	5.82
head	5.96
back	5.18
to	4.98
his	5.56
office	5.12
joy	8.16
linger	5.2
behind	4.42
to	4.98
wrap	5.72
thing	5.58
up	6.14
i	5.92
m	5.06
very	6.12
impressed	7.24
with	5.72
what	4.8
you	6.24
ve	4.92
accomplish	-1
she	6.18
start	6.1
and	5.22
i	5.92
think	6.2
there	5.1
be	5.68
lot	5.78
of	4.94
potential	6.68
for	5.22
a	5.24
strong	7.06
partnership	6.42
to	4.98
jump	5.48
start	6.1
our	6.08
entry	5.74
into	5.04
video	6.48
but	4.24
now	5.9
let	5.38
me	6.58
interject	-1
something	5.0
here	5.48
i	5.92
m	5.06
not	3.86
a	5.24
but	4.24
man	5.9
nothing	3.9
good	7.2
ever	5.42
come	5.82
of	4.94
that	4.94
word	5.56
this	5.06
time	5.74
be	5.68
no	3.48
exception	5.48
but	4.24
joy	8.16
continued	5.2
if	4.66
we	6.38
elect	-1
to	4.98
continue	5.76
down	3.66
this	5.06
path	5.82
we	6.38
re	4.88
probably	5.64
go	5.54
to	4.98
land	6.18
somewhere	5.28
in	5.5
the	4.98
low	3.66
eight	5.3
figure	5.5
when	4.96
someone	5.3
us	6.26
the	4.98
term	4.94
eight	5.3
figure	5.5
they	5.62
be	5.68
refer	5.98
to	4.98
digit	-1
eight	5.3
figure	5.5
translates	-1
to	4.98
ten	5.44
of	4.94
million	7.38
of	4.94
dollar	7.02
when	4.96
someone	5.3
us	6.26
low	3.66
eight	5.3
figure	5.5
that	4.94
mean	3.68
barely	4.24
eight	5.3
figure	5.5
that	4.94
mean	3.68
probably	5.64
something	5.0
between	5.1
million	7.38
and	5.22
million	7.38
that	4.94
would	5.38
have	5.82
be	5.68
a	5.24
pretty	7.32
good	7.2
outcome	5.6
for	5.22
me	6.58
since	5.24
at	4.9
the	4.98
time	5.74
i	5.92
own	6.16
about	5.16
percent	5.34
of	4.94
the	4.98
company	5.44
thirty	5.79
percent	5.34
of	4.94
million	7.38
be	5.68
a	5.24
pretty	7.32
nice	7.38
return	5.2
for	5.22
twelve	5.38
month	5.18
of	4.94
work	5.24
particularly	5.46
when	4.96
your	5.6
wife	6.62
be	5.68
broadly	-1
hint	6.04
that	4.94
it	5.02
might	5.08
be	5.68
time	5.74
to	4.98
pull	4.74
the	4.98
kid	6.84
out	4.62
of	4.94
private	5.92
school	6.26
sell	5.48
the	4.98
house	6.34
and	5.22
move	5.72
to	4.98
montana	5.44
but	4.24
for	5.22
