	-1
change	5.56
the	4.98
structure	5.36
of	4.94
amgen	-1
in	5.5
way	5.24
that	4.94
might	5.08
make	6.0
bill	3.64
happier	-1
because	5.0
he	5.42
be	5.68
rumble	4.46
around	5.62
that	4.94
it	5.02
wasn	4.63
t	4.84
quite	5.32
what	4.8
he	5.42
want	5.7
in	5.5
particular	5.54
he	5.42
then	5.34
share	6.78
his	5.56
dream	7.1
with	5.72
me	6.58
which	4.94
thought	6.38
be	5.68
impractical	-1
by	4.98
this	5.06
time	5.74
we	6.38
have	5.82
raise	6.74
the	4.98
nineteen	-1
million	7.38
dollar	7.02
and	5.22
i	5.92
have	5.82
laid	5.46
out	4.62
a	5.24
plan	6.14
for	5.22
how	4.68
to	4.98
spend	5.04
it	5.02
over	4.82
a	5.24
four	5.2
year	5.38
period	4.72
and	5.22
felt	5.48
that	4.94
i	5.92
be	5.68
a	5.24
bit	4.54
lock	4.58
in	5.5
to	4.98
what	4.8
i	5.92
told	5.08
people	6.16
when	4.96
i	5.92
get	5.92
their	5.16
money	7.3
bill	3.64
knew	5.94
that	4.94
nineteen	-1
million	7.38
be	5.68
an	4.84
awful	2.92
lot	5.78
of	4.94
money	7.3
and	5.22
it	5.02
be	5.68
kind	7.24
of	4.94
too	5.22
bad	2.64
to	4.98
waste	2.7
it	5.02
on	5.56
a	5.24
bunch	5.7
of	4.94
different	5.38
project	5.74
over	4.82
a	5.24
long	4.74
time	5.74
period	4.72
why	4.98
don	4.98
t	4.84
we	6.38
do	5.76
something	5.0
really	5.84
big	6.22
why	4.98
don	4.98
t	4.84
we	6.38
sign	5.66
on	5.56
to	4.98
amgen	-1
every	5.64
top	6.76
west	5.68
coast	6.44
molecular	5.55
biologist	-1
and	5.22
he	5.42
knew	5.94
them	4.92
all	6.22
and	5.22
they	5.62
all	6.22
like	7.22
him	5.54
he	5.42
would	5.38
do	5.76
another	5.2
sweep	5.16
of	4.94
the	4.98
west	5.68
coast	6.44
much	5.74
like	7.22
winston	-1
salser	-1
have	5.82
do	5.76
to	4.98
put	5.04
the	4.98
scientific	6.44
board	4.76
together	6.8
except	4.7
this	5.06
time	5.74
these	5.1
people	6.16
be	5.68
go	5.54
to	4.98
be	5.68
part	4.98
of	4.94
the	4.98
company	5.44
and	5.22
they	5.62
re	4.88
go	5.54
to	4.98
be	5.68
oh	4.84
i	5.92
can	5.62
t	4.84
even	5.58
name	5.74
all	6.22
of	4.94
them	4.92
there	5.1
be	5.68
at	4.9
least	4.0
ten	5.44
the	4.98
most	6.22
prominent	6.26
west	5.68
coast	6.44
biologist	-1
and	5.22
molecular	5.55
biologist	-1
that	4.94
be	5.68
bill	3.64
s	5.04
idea	7.06
that	4.94
we	6.38
d	4.72
just	5.76
go	5.54
get	5.92
these	5.1
guy	5.92
i	5.92
say	5.54
oh	4.84
bill	3.64
that	4.94
s	5.04
just	5.76
so	5.08
ambitious	6.52
i	5.92
feel	5.9
like	7.22
i	5.92
could	5.52
lose	2.76
the	4.98
whole	5.88
company	5.44
here	5.48
because	5.0
the	4.98
investor	5.94
would	5.38
say	5.54
they	5.62
have	5.82
be	5.68
stabbed	-1
in	5.5
the	4.98
back	5.18
their	5.16
money	7.3
s	5.04
go	5.54
to	4.98
be	5.68
go	5.54
in	5.5
about	5.16
six	5.34
month	5.18
instead	4.92
of	4.94
four	5.2
year	5.38
they	5.62
have	5.82
nothing	3.9
to	4.98
say	5.54
about	5.16
how	4.68
we	6.38
re	4.88
go	5.54
to	4.98
move	5.72
the	4.98
company	5.44
in	5.5
a	5.24
new	6.82
direction	5.54
this	5.06
be	5.68
really	5.84
	-1
scary	2.58
to	4.98
me	6.58
it	5.02
may	5.48
be	5.68
a	5.24
well	6.68
plan	6.14
than	4.74
what	4.8
we	6.38
ve	4.92
get	5.92
but	4.24
to	4.98
me	6.58
it	5.02
s	5.04
a	5.24
long	4.74
shot	2.5
plan	6.14
and	5.22
i	5.92
don	4.98
t	4.84
think	6.2
i	5.92
m	5.06
go	5.54
to	4.98
do	5.76
it	5.02
he	5.42
be	5.68
very	6.12
disappointed	2.26
but	4.24
then	5.34
i	5.92
decide	5.84
that	4.94
i	5.92
want	5.7
bill	3.64
because	5.0
i	5.92
thought	6.38
he	5.42
be	5.68
one	5.4
of	4.94
the	4.98
best	7.18
member	5.94
of	4.94
the	4.98
board	4.76
so	5.08
i	5.92
say	5.54
well	6.68
what	4.8
we	6.38
can	5.62
do	5.76
bill	3.64
be	5.68
we	6.38
can	5.62
make	6.0
a	5.24
big	6.22
place	5.56
for	5.22
you	6.24
in	5.5
the	4.98
company	5.44
we	6.38
ll	4.82
split	4.26
the	4.98
location	5.68
and	5.22
we	6.38
ll	4.82
have	5.82
one	5.4
in	5.5
san	5.02
francisco	5.6
and	5.22
one	5.4
down	3.66
here	5.48
and	5.22
you	6.24
can	5.62
run	5.48
the	4.98
san	5.02
francisco	5.6
operation	3.72
that	4.94
intrigue	-1
him	5.54
quite	5.32
a	5.24
bit	4.54
and	5.22
he	5.42
watch	5.7
us	6.26
move	5.72
and	5.22
i	5.92
think	6.2
he	5.42
be	5.68
impressed	7.24
that	4.94
it	5.02
take	5.18
a	5.24
matter	5.4
of	4.94
day	6.24
and	5.22
we	6.38
d	4.72
have	5.82
an	4.84
option	5.94
on	5.56
lease	4.62
property	5.86
up	6.14
in	5.5
san	5.02
francisco	5.6
we	6.38
have	5.82
start	6.1
to	4.98
talk	6.06
to	4.98
all	6.22
of	4.94
the	4.98
scientist	6.18
that	4.94
be	5.68
work	5.24
with	5.72
bill	3.64
rutter	-1
at	4.9
the	4.98
time	5.74
and	5.22
in	5.5
fact	5.9
have	5.82
sign	5.66
up	6.14
about	5.16
percent	5.34
of	4.94
his	5.56
lab	5.44
as	5.22
amgen	-1
employee	5.74
hughes	5.06
so	5.08
that	4.94
meant	5.44
ed	5.16
penhoet	-1
and	5.22
pablo	-1
valenzuela	-1
rathmann	-1
valenzuela	-1
and	5.22
leslie	5.18
rawls	-1
and	5.22
graeme	-1
bell	5.58
and	5.22
there	5.1
be	5.68
a	5.24
whole	5.88
bunch	5.7
that	4.94
later	4.6
on	5.56
become	5.7
chiron	-1
in	5.5
a	5.24
way	5.24
bill	3.64
be	5.68
thrill	7.08
that	4.94
we	6.38
be	5.68
move	5.72
as	5.22
fast	6.44
as	5.22
we	6.38
be	5.68
but	4.24
in	5.5
another	5.2
sense	6.3
the	4.98
message	6.08
to	4.98
bill	3.64
rutter	-1
be	5.68
i	5.92
can	5.62
do	5.76
this	5.06
so	5.08
you	6.24
do	5.76
a	5.24
temporaiy	-1
lease	4.62
on	5.56
something	5.0
and	5.22
you	6.24
don	4.98
t	4.84
spend	5.04
a	5.24
lot	5.78
of	4.94
money	7.3
until	4.94
you	6.24
take	5.18
it	5.02
over	4.82
and	5.22
you	6.24
do	5.76
this	5.06
and	5.22
you	6.24
do	5.76
that	4.94
and	5.22
all	6.22
the	4.98
sudden	4.3
you	6.24
ve	4.92
get	5.92
a	5.24
real	6.78
company	5.44
so	5.08
he	5.42
defect	3.21
we	6.38
have	5.82
a	5.24
lot	5.78
of	4.94
discussion	5.7
and	5.22
the	4.98
pivotal	-1
decision	5.06
be	5.68
that	4.94
i	5.92
do	5.76
not	3.86
want	5.7
to	4.98
hire	6.5
every	5.64
west	5.68
coast	6.44
biologist	-1
and	5.22
have	5.82
the	4.98
effort	5.86
scatter	-1
all	6.22
over	4.82
the	4.98
west	5.68
coast	6.44
each	5.4
one	5.4
would	5.38
probably	5.64
start	6.1
his	5.56
own	6.16
r	4.78
d	4.72
program	5.68
the	4.98
discipline	5.31
at	4.9
m	5.06
be	5.68
you	6.24
put	5.04
your	5.6
research	6.46
in	5.5
one	5.4
place	5.56
if	4.66
you	6.24
need	4.84
multidisciplines	-1
you	6.24
put	5.04
them	4.92
in	5.5
one	5.4
place	5.56
it	5.02
benefit	6.96
you	6.24
because	5.0
you	6.24
will	6.02
get	5.92
interaction	6.51
that	4.94
be	5.68
all	6.22
favorable	7.36
decide	5.84
to	4.98
decompartmentalize	-1
and	5.22
fragment	-1
r	4.78
d	4.72
be	5.68
just	5.76
plain	5.0
wrong	3.14
it	5.02
be	5.68
almost	4.7
immoral	-1
to	4.98
me	6.58
at	4.9
that	4.94
point	5.42
because	5.0
the	4.98
teaching	6.44
you	6.24
learn	6.7
earlier	5.4
be	5.68
more	6.24
sacred	5.62
than	4.74
probably	5.64
any	5.22
other	5.04
kind	7.24
of	4.94
teach	6.56
that	4.94
be	5.68
the	4.98
teach	6.56
that	4.94
i	5.92
be	5.68
adhere	-1
to	4.98
i	5.92
say	5.54
no	3.48
we	6.38
re	4.88
not	3.86
go	5.54
to	4.98
start	6.1
place	5.56
all	6.22
over	4.82
the	4.98
west	5.68
coast	6.44
i	5.92
do	5.76
not	3.86
like	7.22
the	4.98
change	5.56
in	5.5
the	4.98
strategy	6.24
that	4.94
would	5.38
probably	5.64
confuse	-1
people	6.16
and	5.22
i	5.92
just	5.76
resist	4.74
it	5.02
didn	4.8
t	4.84
take	5.18
long	4.74
for	5.22
bill	3.64
to	4.98
decide	5.84
he	5.42
would	5.38
splinter	-1
off	4.02
and	5.22
become	5.7
another	5.2
company	5.44
and	5.22
that	4.94
would	5.38
be	5.68
chiron	-1
hughes	5.06
it	5.02
s	5.04
interest	6.36
that	4.94
chiron	-1
didn	4.8
t	4.84
do	5.76
that	4.94
either	5.1
rathmann	-1
yes	6.74
it	5.02
be	5.68
a	5.24
grand	7.06
plan	6.14
that	4.94
really	5.84
be	5.68
not	3.86
viable	-1
it	5.02
could	5.52
have	5.82
be	5.68
it	5.02
might	5.08
have	5.82
be	5.68
but	4.24
it	5.02
be	5.68
such	5.16
long	4.74
odds	5.0
you	6.24
have	5.82
a	5.24
very	6.12
good	7.2
chance	6.44
of	4.94
do	5.76
it	5.02
the	4.98
straightforward	-1
way	5.24
and	5.22
why	4.98
take	5.18
the	4.98
chance	6.44
that	4.94
you	6.24
bum	4.0
up	6.14
so	5.08
much	5.74
money	7.3
so	5.08
fast	6.44
that	4.94
you	6.24
run	5.48
out	4.62
of	4.94
money	7.3
hughes	5.06
it	5.02
be	5.68
the	4.98
early	5.66
biogen	-1
model	5.8
wasn	4.63
t	4.84
it	5.02
rathmann	-1
if	4.66
there	5.1
be	5.68
any	5.22
model	5.8
that	4.94
would	5.38
have	5.82
be	5.68
it	5.02
yes	6.74
that	4.94
be	5.68
what	4.8
they	5.62
really	5.84
do	5.76
they	5.62
do	5.76
fund	6.04
work	5.24
at	4.9
each	5.4
one	5.4
of	4.94
the	4.98
place	5.56
institution	4.58
in	5.5
which	4.94
biogen	-1
scientific	6.44
board	4.76
member	5.94
be	5.68
locate	-1
yes	6.74
i	5.92
guess	5.64
you	6.24
could	5.52
say	5.54
it	5.02
be	5.68
the	4.98
biogen	-1
model	5.8
with	5.72
the	4.98
special	7.2
twist	5.21
at	4.9
biogen	-1
that	4.94
the	4.98
scientific	6.44
board	4.76
have	5.82
great	7.88
power	6.68
probably	5.64
more	6.24
power	6.68
than	4.74
the	4.98
ceo	5.1
and	5.22
that	4.94
be	5.68
something	5.0
you	6.24
might	5.08
or	4.98
you	6.24
might	5.08
not	3.86
have	5.82
imitate	-1
yes	6.74
it	5.02
would	5.38
be	5.68
similar	5.96
to	4.98
the	4.98
biogen	-1
model	5.8
hughes	5.06
do	5.76
you	6.24
ever	5.42
have	5.82
any	5.22
concern	4.04
about	5.16
control	5.38
bill	3.64
rutter	-1
	-1
rathmann	-1
hughes	5.06
rathmann	-1
hughes	5.06
rathmann	-1
control	5.38
well	6.68
he	5.42
s	5.04
a	5.24
very	6.12
strong	7.06
personality	6.66
he	5.42
be	5.68
accomplish	-1
you	6.24
ve	4.92
already	5.28
say	5.54
that	4.94
you	6.24
be	5.68
impressed	7.24
by	4.98
his	5.56
scientific	6.44
expertise	-1
well	6.68
it	5.02
turn	5.2
out	4.62
that	4.94
i	5.92
didn	4.8
t	4.84
control	5.38
him	5.54
he	5.42
start	6.1
chiron	-1
but	4.24
you	6.24
didn	4.8
t	4.84
worry	2.82
about	5.16
that	4.94
part	4.98
of	4.94
it	5.02
when	4.96
you	6.24
be	5.68
consider	5.56
him	5.54
for	5.22
amgen	-1
no	3.48
well	6.68
assume	4.72
that	4.94
he	5.42
be	5.68
on	5.56
board	4.76
and	5.22
be	5.68
go	5.54
to	4.98
do	5.76
the	4.98
thing	5.58
we	6.38
have	5.82
plan	6.14
together	6.8
we	6.38
have	5.82
a	5.24
lot	5.78
of	4.94
walk	6.02
along	5.48
the	4.98
beach	7.94
of	4.94
san	5.02
francisco	5.6
and	5.22
kind	7.24
of	4.94
laid	5.46
out	4.62
what	4.8
might	5.08
happen	5.28
but	4.24
there	5.1
be	5.68
always	6.48
a	5.24
velvet	6.51
fist	3.8
there	5.1
that	4.94
if	4.66
he	5.42
didn	4.8
t	4.84
gel	-1
what	4.8
he	5.42
want	5.7
he	5.42
be	5.68
certainly	6.06
prepared	6.74
to	4.98
defect	3.21
i	5.92
saw	5.44
that	4.94
i	5.92
thought	6.38
we	6.38
d	4.72
pull	4.74
everything	5.96
together	6.8
but	4.24
it	5.02
become	5.7
apparent	5.6
that	4.94
i	5.92
couldn	4.49
t	4.84
match	5.96
the	4.98
situation	5.0
of	4.94
his	5.56
run	5.48
the	4.98
company	5.44
that	4.94
be	5.68
just	5.76
not	3.86
possible	6.24
now	5.9
we	6.38
have	5.82
one	5.4
serious	4.42
setback	-1
which	4.94
really	5.84
decide	5.84
the	4.98
thing	5.58
we	6.38
have	5.82
decide	5.84
to	4.98
start	6.1
to	4.98
bring	5.3
the	4.98
north	5.52
and	5.22
the	4.98
south	6.16
together	6.8
so	5.08
we	6.38
would	5.38
pay	5.3
for	5.22
have	5.82
all	6.22
of	4.94
bill	3.64
s	5.04
scientist	6.18
or	4.98
at	4.9
least	4.0
six	5.34
of	4.94
the	4.98
candidate	5.34
come	5.82
down	3.66
to	4.98
thousand	5.9
oak	6.18
and	5.22
get	5.92
acquaint	-1
with	5.72
the	4.98
thousand	5.9
oak	6.18
people	6.16
and	5.22
start	6.1
to	4.98
lay	5.58
out	4.62
how	4.68
we	6.38
be	5.68
go	5.54
to	4.98
run	5.48
this	5.06
company	5.44
it	5.02
be	5.68
a	5.24
terrible	2.84
mistake	2.78
i	5.92
just	5.76
played	6.38
it	5.02
by	4.98
ear	5.54
and	5.22
i	5.92
didn	4.8
t	4.84
do	5.76
the	4.98
pivotal	-1
thing	5.58
at	4.9
all	6.22
i	5.92
should	5.24
have	5.82
arrange	-1
for	5.22
the	4.98
travel	7.18
of	4.94
these	5.1
people	6.16
to	4.98
come	5.82
to	4.98
thousand	5.9
oak	6.18
told	5.08
people	6.16
in	5.5
thousand	5.9
oak	6.18
that	4.94
there	5.1
be	5.68
a	5.24
group	5.92
that	4.94
be	5.68
be	5.68
form	5.28
to	4.98
be	5.68
amgen	-1
north	5.52
or	4.98
a	5.24
san	5.02
francisco	5.6
branch	5.52
or	4.98
a	5.24
division	4.36
or	4.98
whatever	4.58
let	5.38
s	5.04
see	6.06
whether	4.92
we	6.38
can	5.62
t	4.84
get	5.92
some	5.02
excite	-1
synergy	-1
between	5.1
these	5.1
group	5.92
they	5.62
get	5.92
down	3.66
there	5.1
and	5.22
it	5.02
be	5.68
an	4.84
absolute	5.4
disaster	1.96
because	5.0
they	5.62
come	5.82
down	3.66
there	5.1
to	4.98
advise	-1
the	4.98
people	6.16
in	5.5
thousand	5.9
oak	6.18
that	4.94
the	4.98
real	6.78
center	5.3
of	4.94
everything	5.96
be	5.68
go	5.54
to	4.98
be	5.68
san	5.02
francisco	5.6
thousand	5.9
oak	6.18
scientist	6.18
be	5.68
there	5.1
to	4.98
tell	5.42
them	4.92
that	4.94
they	5.62
be	5.68
happy	8.3
to	4.98
have	5.82
a	5.24
spur	-1
up	6.14
there	5.1
in	5.5
san	5.02
francisco	5.6
but	4.24
that	4.94
the	4.98
real	6.78
center	5.3
of	4.94
amgen	-1
be	5.68
and	5.22
would	5.38
continue	5.76
to	4.98
be	5.68
thousand	5.9
oak	6.18
that	4.94
clash	-1
be	5.68
inevitable	4.68
how	4.68
i	5.92
set	5.58
it	5.02
up	6.14
be	5.68
that	4.94
each	5.4
side	5.12
be	5.68
suppose	4.92
to	4.98
give	6.54
its	4.96
input	5.55
but	4.24
there	5.1
be	5.68
nothing	3.9
to	4.98
focus	6.12
on	5.56
we	6.38
want	5.7
to	4.98
stay	5.56
together	6.8
as	5.22
one	5.4
no	3.48
sir	5.26
the	4.98
most	6.22
important	6.32
to	4.98
amgen	-1
scientist	6.18
be	5.68
the	4.98
importance	6.32
of	4.94
thousand	5.9
oak	6.18
and	5.22
what	4.8
be	5.68
most	6.22
important	6.32
to	4.98
the	4.98
other	5.04
group	5.92
be	5.68
the	4.98
importance	6.32
of	4.94
san	5.02
francisco	5.6
so	5.08
even	5.58
though	4.78
we	6.38
have	5.82
start	6.1
to	4.98
move	5.72
ahead	6.08
i	5.92
lease	4.62
the	4.98
space	5.96
on	5.56
an	4.84
option	5.94
basis	5.38
and	5.22
all	6.22
these	5.1
people	6.16
sign	5.66
up	6.14
it	5.02
evaporate	-1
right	6.54
then	5.34
and	5.22
there	5.1
there	5.1
wasn	4.63
t	4.84
a	5.24
single	5.12
one	5.4
of	4.94
bill	3.64
s	5.04
people	6.16
that	4.94
have	5.82
any	5.22
interest	6.36
whatsoever	-1
in	5.5
become	5.7
the	4.98
distant	4.02
arm	5.5
of	4.94
amgen	-1
headquarters	5.4
in	5.5
thousand	5.9
oak	6.18
and	5.22
there	5.1
wasn	4.63
t	4.84
a	5.24
single	5.12
soul	6.34
in	5.5
thousand	5.9
oak	6.18
that	4.94
be	5.68
fascinate	-1
by	4.98
any	5.22
of	4.94
the	4.98
people	6.16
that	4.94
might	5.08
locate	-1
in	5.5
san	5.02
francisco	5.6
and	5.22
think	6.2
that	4.94
they	5.62
be	5.68
run	5.48
the	4.98
company	5.44
that	4.94
s	5.04
when	4.96
bill	3.64
announce	5.68
that	4.94
he	5.42
be	5.68
go	5.54
to	4.98
start	6.1
chiron	-1
interestingly	-1
enough	5.46
several	5.66
year	5.38
later	4.6
this	5.06
be	5.68
more	6.24
than	4.74
a	5.24
coincidence	-1
we	6.38
have	5.82
both	5.9
ripen	-1
a	5.24
bit	4.54
by	4.98
the	4.98
summer	6.4
of	4.94
and	5.22
we	6.38
both	5.9
decide	5.84
chiron	-1
independently	-1
from	5.18
amgen	-1
that	4.94
we	6.38
each	5.4
would	5.38
go	5.54
public	5.18
we	6.38
make	6.0
our	6.08
decision	5.06
and	5.22
move	5.72
very	6.12
fast	6.44
and	5.22
we	6.38
actually	5.3
go	5.54
public	5.18
june	6.32
in	5.5
what	4.8
be	5.68
a	5.24
boom	5.12
market	6.28
up	6.14
until	4.94
april	6.36
in	5.5
june	6.32
it	5.02
be	5.68
get	5.92
pretty	7.32
sick	2.02
but	4.24
we	6.38
raise	6.74
forty	4.99
three	5.72
million	7.38
dollar	7.02
and	5.22
be	5.68
launch	6.4
bill	3.64
rutter	-1
be	5.68
rush	4.12
to	4.98
do	5.76
the	4.98
same	5.36
but	4.24
his	5.56
timeframe	-1
turn	5.2
out	4.62
to	4.98
be	5.68
about	5.16
the	4.98
first	6.82
or	4.98
second	5.38
week	5.08
of	4.94
july	5.98
two	5.4
week	5.08
after	5.08
us	6.26
he	5.42
wasn	4.63
t	4.84
very	6.12
grateful	7.36
to	4.98
us	6.26
for	5.22
have	5.82
slam	3.98
the	4.98
window	6.1
shut	3.56
and	5.22
leave	4.52
no	3.48
financing	5.64
worth	6.78
anything	5.34
so	5.08
he	5.42
	-1
hughes	5.06
rathmann	-1
end	4.36
up	6.14
take	5.18
half	4.6
as	5.22
much	5.74
money	7.3
at	4.9
half	4.6
the	4.98
price	5.0
to	4.98
go	5.54
public	5.18
although	4.58
it	5.02
be	5.68
evolve	-1
during	5.2
the	4.98
early	5.66
summer	6.4
on	5.56
june	6.32
the	4.98
market	6.28
slam	3.98
we	6.38
sell	5.48
our	6.08
stock	5.8
at	4.9
eighteen	6.24
dollar	7.02
a	5.24
share	6.78
and	5.22
we	6.38
be	5.68
over	4.82
subscribed	-1
a	5.24
half	4.6
hour	5.32
later	4.6
it	5.02
be	5.68
sixteen	6.39
dollar	7.02
a	5.24
share	6.78
shortly	5.58
after	5.08
that	4.94
it	5.02
be	5.68
nine	5.42
dollar	7.02
a	5.24
share	6.78
the	4.98
market	6.28
just	5.76
collapse	2.9
biogen	-1
have	5.82
raise	6.74
a	5.24
lot	5.78
of	4.94
money	7.3
in	5.5
the	4.98
spring	7.16
and	5.22
they	5.62
too	5.22
have	5.82
suffer	2.08
a	5.24
little	4.6
bit	4.54
of	4.94
a	5.24
relapse	-1
as	5.22
they	5.62
be	5.68
do	5.76
it	5.02
although	4.58
they	5.62
be	5.68
very	6.12
buoyant	-1
and	5.22
everything	5.96
be	5.68
very	6.12
positive	7.8
if	4.66
you	6.24
analyze	-1
the	4.98
detail	5.82
thing	5.58
be	5.68
a	5.24
lot	5.78
more	6.24
positive	7.8
at	4.9
the	4.98
begin	6.28
of	4.94
their	5.16
campaign	5.34
than	4.74
at	4.9
the	4.98
end	4.36
so	5.08
thing	5.58
have	5.82
already	5.28
become	5.7
a	5.24
little	4.6
taint	-1
and	5.22
then	5.34
we	6.38
just	5.76
wreck	3.46
it	5.02
the	4.98
way	5.24
our	6.08
offering	6.32
be	5.68
do	5.76
be	5.68
so	5.08
bad	2.64
the	4.98
people	6.16
run	5.48
our	6.08
offering	6.32
smith	5.1
barney	5.18
have	5.82
have	5.82
no	3.48
experience	6.34
in	5.5
biotech	-1
yet	4.7
they	5.62
didn	4.8
t	4.84
realize	5.84
that	4.94
many	5.82
of	4.94
the	4.98
people	6.16
that	4.94
they	5.62
be	5.68
put	5.04
a	5.24
lot	5.78
of	4.94
share	6.78
to	4.98
have	5.82
no	3.48
intention	5.94
of	4.94
hold	5.7
onto	5.14
those	4.94
share	6.78
they	5.62
be	5.68
go	5.54
to	4.98
turn	5.2
them	4.92
over	4.82
and	5.22
make	6.0
a	5.24
quick	6.02
profit	7.66
and	5.22
that	4.94
s	5.04
why	4.98
the	4.98
sixteen	6.39
dollar	7.02
price	5.0
be	5.68
reach	5.74
in	5.5
an	4.84
hour	5.32
and	5.22
a	5.24
half	4.6
their	5.16
idea	7.06
be	5.68
you	6.24
get	5.92
these	5.1
share	6.78
for	5.22
eighteen	6.24
and	5.22
then	5.34
you	6.24
sell	5.48
them	4.92
for	5.22
twenty	5.9
two	5.4
or	4.98
twenty	5.9
five	5.24
or	4.98
more	6.24
and	5.22
if	4.66
the	4.98
market	6.28
s	5.04
collapse	2.9
you	6.24
get	5.92
out	4.62
even	5.58
quicker	6.12
because	5.0
you	6.24
re	4.88
afraid	2.66
of	4.94
where	5.02
it	5.02
might	5.08
be	5.68
go	5.54
that	4.94
s	5.04
what	4.8
happen	5.28
to	4.98
us	6.26
we	6.38
didn	4.8
t	4.84
hit	4.58
our	6.08
offering	6.32
price	5.0
for	5.22
about	5.16
two	5.4
and	5.22
a	5.24
half	4.6
year	5.38
why	4.98
do	5.76
you	6.24
choose	5.94
smith	5.1
barney	5.18
when	4.96
they	5.62
hadn	4.52
t	4.84
have	5.82
experience	6.34
with	5.72
biotech	-1
well	6.68
that	4.94
s	5.04
a	5.24
very	6.12
good	7.2
question	4.98
and	5.22
it	5.02
be	5.68
a	5.24
very	6.12
clear	6.3
answer	6.24
what	4.8
we	6.38
be	5.68
really	5.84
do	5.76
at	4.9
amgen	-1
to	4.98
raise	6.74
money	7.3
be	5.68
we	6.38
be	5.68
follow	5.66
the	4.98
pattern	5.36
of	4.94
genentech	-1
that	4.94
be	5.68
to	4.98
visit	6.54
company	5.44
all	6.22
around	5.62
the	4.98
world	6.52
and	5.22
see	6.06
if	4.66
you	6.24
can	5.62
t	4.84
get	5.92
some	5.02
company	5.44
interested	6.84
enough	5.46
to	4.98
make	6.0
an	4.84
equity	5.92
offering	6.32
a	5.24
major	5.76
r	4.78
d	4.72
partnership	6.42
some	5.02
kind	7.24
of	4.94
a	5.24
joint	5.18
venture	5.64
or	4.98
something	5.0
else	4.76
so	5.08
you	6.24
re	4.88
try	6.02
to	4.98
get	5.92
the	4.98
lead	6.28
pharmaceutical	-1
company	5.44
as	5.22
an	4.84
ally	-1
and	5.22
finance	4.9
so	5.08
you	6.24
don	4.98
t	4.84
have	5.82
to	4.98
use	5.64
your	5.6
treasury	5.74
money	7.3
you	6.24
finance	4.9
thing	5.58
with	5.72
what	4.8
they	5.62
pay	5.3
you	6.24
in	5.5
the	4.98
way	5.24
of	4.94
milestone	-1
and	5.22
entry	5.74
fee	3.46
and	5.22
so	5.08
on	5.56
so	5.08
we	6.38
be	5.68
follow	5.66
just	5.76
exactly	6.0
that	4.94
pattern	5.36
we	6.38
be	5.68
find	6.0
it	5.02
increasingly	6.1
difficult	3.18
in	5.5
some	5.02
respect	7.34
thanks	7.4
to	4.98
genentech	-1
because	5.0
they	5.62
have	5.82
go	5.54
into	5.04
the	4.98
japanese	6.02
marketplace	-1
promise	7.18
a	5.24
lot	5.78
didn	4.8
t	4.84
deliver	6.24
much	5.74
and	5.22
cost	4.1
a	5.24
lot	5.78
of	4.94
money	7.3
so	5.08
we	6.38
be	5.68
after	5.08
the	4.98
fact	5.9
kind	7.24
of	4.94
a	5.24
second	5.38
wave	6.34
and	5.22
that	4.94
wave	6.34
didn	4.8
t	4.84
have	5.82
much	5.74
steam	5.43
it	5.02
be	5.68
immediately	5.66
apparent	5.6
that	4.94
a	5.24
lot	5.78
of	4.94
the	4.98
company	5.44
have	5.82
become	5.7
disenchant	-1
with	5.72
the	4.98
genentech	-1
equation	5.46
and	5.22
that	4.94
s	5.04
the	4.98
one	5.4
we	6.38
be	5.68
try	6.02
to	4.98
exercise	6.3
so	5.08
we	6.38
found	6.54
out	4.62
that	4.94
we	6.38
couldn	4.49
t	4.84
close	4.94
on	5.56
any	5.22
major	5.76
deal	6.32
with	5.72
anybody	4.96
and	5.22
we	6.38
be	5.68
a	5.24
little	4.6
behind	4.42
the	4.98
power	6.68
curve	5.86
in	5.5
other	5.04
word	5.56
when	4.96
we	6.38
thought	6.38
we	6.38
have	5.82
an	4.84
interest	6.36
new	6.82
molecule	-1
we	6.38
hadn	4.52
t	4.84
make	6.0
any	5.22
yet	4.7
we	6.38
hadn	4.52
t	4.84
purify	-1
it	5.02
yet	4.7
that	4.94
be	5.68
the	4.98
next	5.62
thing	5.58
they	5.62
always	6.48
want	5.7
they	5.62
always	6.48
want	5.7
the	4.98
thing	5.58
we	6.38
didn	4.8
t	4.84
have	5.82
yet	4.7
so	5.08
we	6.38
would	5.38
go	5.54
back	5.18
and	5.22
forth	5.74
with	5.72
ajinamoto	-1
and	5.22
takeda	-1
and	5.22
green	6.78
cross	4.68
and	5.22
a	5.24
lot	5.78
of	4.94
japanese	6.02
firm	5.32
and	5.22
meanwhile	5.28
a	5.24
couple	7.3
of	4.94
us	6.26
be	5.68
go	5.54
to	4.98
europe	6.4
a	5.24
couple	7.3
of	4.94
our	6.08
team	6.26
not	3.86
me	6.58
be	5.68
try	6.02
to	4.98
get	5.92
the	4.98
big	6.22
company	5.44
in	5.5
europe	6.4
to	4.98
pay	5.3
attention	5.8
and	5.22
they	5.62
be	5.68
strike	3.96
out	4.62
then	5.34
we	6.38
go	5.54
in	5.5
the	4.98
fall	4.04
of	4.94
to	4.98
johnson	5.4
and	5.22
johnson	5.4
and	5.22
that	4.94
turn	5.2
out	4.62
to	4.98
be	5.68
very	6.12
unfortunate	2.94
timing	5.66
because	5.0
it	5.02
be	5.68
september	6.34
of	4.94
and	5.22
they	5.62
